N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Cancelada
575607,2021-11-10 12:37:00,14096.0,United Kingdom,1014.0,4358.0,0
561087,2021-07-25 09:48:00,15144.0,United Kingdom,214.0,261.42,0
569876,2021-10-06 15:08:00,Cliente_generico,United Kingdom,,,0
C567704,2021-09-22 09:41:00,17716.0,United Kingdom,,,1
C572478,2021-10-24 13:39:00,13098.0,United Kingdom,,,1
573884,2021-11-01 13:25:00,Cliente_generico,United Kingdom,20.0,,0
C577346,2021-11-18 15:25:00,Cliente_generico,United Kingdom,,,1
565399,2021-09-02 16:53:00,12748.0,United Kingdom,8.0,3.12,0
543196,2021-02-04 12:29:00,13309.0,United Kingdom,467.0,390.71,0
568708,2021-09-28 15:41:00,12393.0,Australia,294.0,521.5,0
543310,2021-02-07 12:10:00,Cliente_generico,United Kingdom,,,0
581132,2021-12-07 12:55:00,17590.0,United Kingdom,144.0,320.93,0
567908,2021-09-22 16:48:00,18172.0,United Kingdom,36.0,75.6,0
C567535,2021-09-21 09:50:00,15253.0,United Kingdom,,,1
575636,2021-11-10 13:46:00,12473.0,Germany,1.0,40.46,0
566580,2021-09-13 13:46:00,12822.0,United Kingdom,424.0,690.9,0
557860,2021-06-23 11:58:00,17630.0,United Kingdom,46.0,168.1,0
C541502,2021-01-18 15:30:00,18190.0,United Kingdom,,,1
543777,2021-02-11 16:19:00,15406.0,United Kingdom,3.0,9.25,0
C558254,2021-06-27 17:05:00,16670.0,United Kingdom,,,1
569025,2021-09-30 10:08:00,18041.0,United Kingdom,108.0,356.75,0
577046,2021-11-17 13:46:00,12449.0,Belgium,524.0,1342.71,0
557256,2021-06-19 10:20:00,17282.0,United Kingdom,344.0,274.56,0
546374,2021-03-11 12:05:00,17194.0,United Kingdom,1.0,10.0,0
558382,2021-06-28 17:28:00,17997.0,United Kingdom,261.0,322.53,0
C545455,2021-03-02 17:11:00,16473.0,United Kingdom,,,1
577440,2021-11-20 11:11:00,14477.0,United Kingdom,180.0,345.4,0
569333,2021-10-03 13:49:00,13431.0,United Kingdom,116.0,415.42,0
563364,2021-08-16 08:39:00,14466.0,United Kingdom,139.0,234.75,0
549950,2021-04-13 12:57:00,Cliente_generico,United Kingdom,,,0
573387,2021-10-30 14:33:00,15054.0,United Kingdom,111.0,168.42,0
545711,2021-03-07 09:52:00,16136.0,United Kingdom,66.0,159.3,0
573367,2021-10-30 13:17:00,16145.0,United Kingdom,353.0,490.17,0
C570647,2021-10-11 13:09:00,15125.0,United Kingdom,,,1
C546932,2021-03-18 11:01:00,16297.0,United Kingdom,,,1
546963,2021-03-18 11:39:00,16779.0,United Kingdom,203.0,302.6,0
545637,2021-03-04 12:16:00,15514.0,United Kingdom,261.0,292.03,0
569514,2021-10-04 13:56:00,15228.0,United Kingdom,750.0,1162.68,0
566962,2021-09-15 17:07:00,16764.0,United Kingdom,44.0,110.93,0
551165,2021-04-26 15:58:00,17262.0,United Kingdom,96.0,81.6,0
C548374,2021-03-30 16:36:00,13047.0,United Kingdom,,,1
537055,2020-12-05 11:45:00,16814.0,United Kingdom,107.0,273.29,0
557847,2021-06-23 10:49:00,Cliente_generico,United Kingdom,11.0,,0
555732,2021-06-07 08:19:00,14542.0,United Kingdom,19.0,103.25,0
C544840,2021-02-24 11:06:00,16719.0,United Kingdom,,,1
544155,2021-02-16 12:15:00,12823.0,United Kingdom,40.0,306.0,0
562422,2021-08-04 16:59:00,13218.0,United Kingdom,88.0,62.64,0
572072,2021-10-20 13:40:00,Cliente_generico,United Kingdom,1.0,1.36,0
543030,2021-02-02 15:22:00,12437.0,France,207.0,150.5,0
552461,2021-05-09 14:44:00,17723.0,United Kingdom,84.0,331.8,0
570672,2021-10-11 14:52:00,12536.0,France,2801.0,4279.71,0
561111,2021-07-25 11:49:00,16422.0,United Kingdom,376.0,734.0,0
574074,2021-11-02 15:33:00,Cliente_generico,United Kingdom,862.0,3638.9,0
539064,2020-12-15 16:50:00,17912.0,United Kingdom,8.0,58.7,0
571901,2021-10-19 14:36:00,12757.0,Portugal,5.0,149.75,0
563739,2021-08-18 20:05:00,17750.0,United Kingdom,505.0,240.66,0
C549895,2021-04-12 15:40:00,16553.0,United Kingdom,,,1
545043,2021-02-27 11:05:00,16407.0,United Kingdom,79.0,202.1,0
556292,2021-06-10 09:24:00,Cliente_generico,United Kingdom,,,0
567180,2021-09-18 14:56:00,17802.0,United Kingdom,345.0,652.62,0
565754,2021-09-06 13:11:00,15462.0,United Kingdom,48.0,64.8,0
562135,2021-08-03 09:50:00,Cliente_generico,United Kingdom,1.0,,0
C544310,2021-02-17 14:19:00,17841.0,United Kingdom,,,1
567196,2021-09-19 10:09:00,12379.0,Belgium,196.0,392.4,0
553129,2021-05-13 12:34:00,17765.0,United Kingdom,60.0,141.3,0
536676,2020-12-02 12:18:00,16752.0,United Kingdom,54.0,207.5,0
C580769,2021-12-06 10:55:00,14869.0,United Kingdom,,,1
C551285,2021-04-27 14:07:00,15005.0,United Kingdom,,,1
537374,2020-12-06 12:55:00,17259.0,United Kingdom,275.0,381.64,0
C559345,2021-07-07 17:16:00,13984.0,United Kingdom,,,1
546782,2021-03-17 09:13:00,15291.0,United Kingdom,72.0,232.4,0
573423,2021-10-31 09:58:00,16133.0,United Kingdom,196.0,308.77,0
558752,2021-07-03 11:40:00,16931.0,United Kingdom,146.0,272.26,0
564150,2021-08-23 12:30:00,14936.0,Channel Islands,572.0,1436.49,0
572447,2021-10-24 12:25:00,17811.0,United Kingdom,200.0,402.75,0
572559,2021-10-25 08:44:00,12476.0,Germany,292.0,448.88,0
C567345,2021-09-19 15:53:00,14911.0,EIRE,,,1
550337,2021-04-17 15:29:00,18037.0,United Kingdom,1.0,2.1,0
572213,2021-10-21 12:44:00,15358.0,United Kingdom,334.0,402.58,0
565790,2021-09-07 09:15:00,16767.0,United Kingdom,480.0,591.14,0
553716,2021-05-18 16:07:00,Cliente_generico,United Kingdom,3.0,,0
549997,2021-04-14 08:46:00,15189.0,United Kingdom,72.0,183.6,0
544773,2021-02-23 11:13:00,Cliente_generico,United Kingdom,1.0,4.65,0
564534,2021-08-25 15:09:00,12748.0,United Kingdom,47.0,106.03,0
544477,2021-02-21 10:07:00,16029.0,United Kingdom,336.0,567.84,0
C546868,2021-03-17 15:49:00,15671.0,United Kingdom,,,1
551383,2021-04-28 10:54:00,17460.0,United Kingdom,53.0,119.9,0
543019,2021-02-02 14:25:00,17912.0,United Kingdom,4.0,21.6,0
548267,2021-03-30 11:32:00,16954.0,United Kingdom,58.0,180.38,0
554852,2021-05-27 09:24:00,Cliente_generico,United Kingdom,,,0
550946,2021-04-21 15:52:00,12708.0,Germany,146.0,202.5,0
578631,2021-11-24 16:20:00,14805.0,United Kingdom,30.0,189.8,0
546026,2021-03-08 17:43:00,Cliente_generico,United Kingdom,4.0,,0
542363,2021-01-27 12:50:00,Cliente_generico,United Kingdom,1.0,,0
565288,2021-09-02 11:43:00,Cliente_generico,United Kingdom,101.0,,0
538848,2020-12-14 13:28:00,17404.0,Sweden,240.0,1188.0,0
573900,2021-11-01 14:45:00,17668.0,United Kingdom,31.0,161.85,0
548670,2021-04-01 15:37:00,15356.0,United Kingdom,122.0,212.13,0
546004,2021-03-08 15:13:00,Cliente_generico,United Kingdom,1.0,2.55,0
549705,2021-04-11 14:00:00,13668.0,United Kingdom,114.0,145.26,0
572234,2021-10-21 14:41:00,16293.0,United Kingdom,22.0,65.75,0
561076,2021-07-24 15:52:00,17696.0,United Kingdom,152.0,402.08,0
C551386,2021-04-28 11:38:00,16422.0,United Kingdom,,,1
570021,2021-10-07 10:20:00,17841.0,United Kingdom,6.0,8.1,0
C567360,2021-09-19 16:37:00,13860.0,United Kingdom,,,1
561600,2021-07-28 11:29:00,15861.0,United Kingdom,315.0,407.52,0
536623,2020-12-02 10:39:00,15601.0,United Kingdom,666.0,768.38,0
579364,2021-11-29 11:52:00,14173.0,United Kingdom,73.0,194.55,0
547957,2021-03-28 15:16:00,Cliente_generico,United Kingdom,32.0,,0
C572445,2021-10-24 12:20:00,Cliente_generico,United Kingdom,,,1
539458,2020-12-17 17:30:00,Cliente_generico,United Kingdom,46.0,52.75,0
C547235,2021-03-21 16:25:00,15291.0,United Kingdom,,,1
556968,2021-06-16 10:09:00,12980.0,United Kingdom,336.0,1077.12,0
552703,2021-05-10 16:00:00,14462.0,United Kingdom,127.0,251.29,0
563454,2021-08-16 14:41:00,13305.0,United Kingdom,77.0,194.55,0
555514,2021-06-05 10:41:00,17071.0,United Kingdom,102.0,252.19,0
540677,2021-01-10 16:20:00,Cliente_generico,United Kingdom,1.0,,0
573503,2021-10-31 12:03:00,Cliente_generico,United Kingdom,,,0
543541,2021-02-09 14:44:00,12462.0,Spain,287.0,762.11,0
558460,2021-06-29 14:53:00,16779.0,United Kingdom,270.0,406.46,0
538180,2020-12-10 09:53:00,13418.0,United Kingdom,178.0,369.1,0
550666,2021-04-20 09:35:00,17719.0,United Kingdom,503.0,469.19,0
546560,2021-03-15 10:26:00,12931.0,United Kingdom,50.0,62.5,0
C542951,2021-02-02 11:16:00,16985.0,United Kingdom,,,1
556520,2021-06-13 11:10:00,14177.0,United Kingdom,39.0,118.08,0
576834,2021-11-16 15:10:00,13458.0,United Kingdom,193.0,389.41,0
549298,2021-04-08 08:20:00,13015.0,United Kingdom,192.0,314.6,0
567800,2021-09-22 12:01:00,13089.0,United Kingdom,4.0,51.0,0
570232,2021-10-09 13:58:00,14040.0,United Kingdom,186.0,725.56,0
580153,2021-12-02 10:23:00,12762.0,Portugal,1032.0,1436.93,0
C566470,2021-09-12 18:16:00,13136.0,United Kingdom,,,1
575961,2021-11-13 12:29:00,16794.0,United Kingdom,36.0,125.48,0
548324,2021-03-30 13:01:00,13316.0,United Kingdom,2048.0,1622.48,0
540262,2021-01-06 10:01:00,14045.0,United Kingdom,147.0,242.55,0
551187,2021-04-27 10:02:00,14911.0,EIRE,163.0,362.9,0
C556793,2021-06-14 13:54:00,12818.0,Austria,,,1
561710,2021-07-29 11:45:00,13827.0,United Kingdom,63.0,188.02,0
550965,2021-04-21 16:53:00,16750.0,United Kingdom,18.0,118.7,0
543120,2021-02-03 13:53:00,13668.0,United Kingdom,90.0,231.4,0
547964,2021-03-28 15:45:00,Cliente_generico,United Kingdom,368.0,1460.08,0
569239,2021-10-03 08:30:00,14644.0,United Kingdom,192.0,643.26,0
548701,2021-04-03 11:36:00,17629.0,United Kingdom,219.0,266.36,0
543534,2021-02-09 13:25:00,13590.0,United Kingdom,266.0,309.06,0
C577073,2021-11-17 15:02:00,14359.0,United Kingdom,,,1
C547710,2021-03-24 19:27:00,14875.0,United Kingdom,,,1
565045,2021-08-31 17:03:00,Cliente_generico,United Kingdom,,,0
570100,2021-10-07 12:12:00,13695.0,United Kingdom,32.0,110.4,0
574474,2021-11-04 12:05:00,17979.0,United Kingdom,121.0,253.17,0
C550306,2021-04-17 10:38:00,16905.0,United Kingdom,,,1
568668,2021-09-28 13:00:00,15750.0,United Kingdom,214.0,508.07,0
546902,2021-03-17 18:30:00,14298.0,United Kingdom,8.0,33.2,0
545820,2021-03-07 12:46:00,13884.0,United Kingdom,14.0,40.2,0
555094,2021-05-31 13:17:00,13398.0,United Kingdom,281.0,457.34,0
C572535,2021-10-24 16:07:00,15411.0,United Kingdom,,,1
559156,2021-07-06 15:50:00,13418.0,United Kingdom,24.0,79.62,0
537086,2020-12-05 12:01:00,15332.0,Lithuania,168.0,438.0,0
556418,2021-06-10 12:26:00,Cliente_generico,United Kingdom,288.0,,0
540276,2021-01-06 12:16:00,14680.0,United Kingdom,669.0,1520.11,0
557302,2021-06-19 14:15:00,13102.0,United Kingdom,184.0,236.44,0
555394,2021-06-02 17:03:00,12971.0,United Kingdom,84.0,126.44,0
543395,2021-02-08 10:17:00,13534.0,United Kingdom,2.0,15.9,0
570711,2021-10-12 10:14:00,Cliente_generico,United Kingdom,,,0
559048,2021-07-05 15:48:00,13027.0,United Kingdom,1920.0,768.0,0
558527,2021-06-30 11:02:00,12748.0,United Kingdom,1.0,1.65,0
552304,2021-05-08 15:15:00,12748.0,United Kingdom,138.0,183.3,0
C563570,2021-08-17 14:51:00,17949.0,United Kingdom,,,1
578810,2021-11-25 13:27:00,16814.0,United Kingdom,56.0,208.7,0
545050,2021-02-27 11:57:00,15951.0,United Kingdom,174.0,375.17,0
556909,2021-06-15 13:23:00,17536.0,United Kingdom,6.0,76.5,0
580650,2021-12-05 13:30:00,14401.0,United Kingdom,458.0,353.78,0
547026,2021-03-18 17:07:00,14633.0,United Kingdom,96.0,344.9,0
546133,2021-03-09 15:20:00,14291.0,United Kingdom,516.0,984.88,0
567617,2021-09-21 12:25:00,15140.0,United Kingdom,198.0,324.74,0
C550611,2021-04-19 12:23:00,12569.0,Germany,,,1
553342,2021-05-16 12:26:00,16293.0,United Kingdom,81.0,125.55,0
550343,2021-04-17 15:56:00,12971.0,United Kingdom,70.0,174.6,0
575743,2021-11-11 10:01:00,12757.0,Portugal,166.0,305.3,0
C567945,2021-09-23 07:57:00,17340.0,United Kingdom,,,1
540396,2021-01-06 18:33:00,14031.0,United Kingdom,404.0,969.24,0
548242,2021-03-30 10:34:00,16218.0,United Kingdom,126.0,216.3,0
562256,2021-08-03 15:14:00,15152.0,United Kingdom,109.0,399.6,0
536672,2020-12-02 12:10:00,14491.0,United Kingdom,40.0,127.2,0
561907,2021-08-01 10:08:00,14060.0,United Kingdom,250.0,211.14,0
C559351,2021-07-07 17:42:00,13408.0,United Kingdom,,,1
574084,2021-11-02 17:09:00,14528.0,United Kingdom,278.0,364.22,0
552262,2021-05-08 11:37:00,14911.0,EIRE,446.0,862.53,0
540316,2021-01-06 13:00:00,16676.0,United Kingdom,204.0,464.82,0
569873,2021-10-06 15:05:00,13089.0,United Kingdom,4.0,33.0,0
565863,2021-09-07 15:00:00,17422.0,United Kingdom,393.0,402.79,0
543374,2021-02-07 15:05:00,16945.0,United Kingdom,163.0,319.35,0
543777,2021-02-11 16:20:00,15406.0,United Kingdom,127.0,243.04,0
C567521,2021-09-20 16:33:00,12540.0,Spain,,,1
563074,2021-08-11 15:58:00,12931.0,United Kingdom,6098.0,9349.72,0
572236,2021-10-21 14:42:00,14646.0,Netherlands,29.0,81.02,0
553897,2021-05-19 17:23:00,14911.0,EIRE,113.0,267.46,0
575170,2021-11-08 17:42:00,17006.0,United Kingdom,23.0,108.85,0
558330,2021-06-28 12:16:00,12748.0,United Kingdom,224.0,299.71,0
543748,2021-02-11 13:54:00,12913.0,United Kingdom,112.0,313.8,0
578253,2021-11-23 12:51:00,14744.0,United Kingdom,73.0,88.2,0
553680,2021-05-18 13:11:00,13258.0,United Kingdom,82.0,224.62,0
551008,2021-04-26 09:50:00,Cliente_generico,United Kingdom,74.0,521.38,0
549120,2021-04-06 13:28:00,14587.0,United Kingdom,72.0,178.4,0
545048,2021-02-27 11:48:00,14810.0,United Kingdom,87.0,180.65,0
552661,2021-05-10 15:04:00,14051.0,United Kingdom,62.0,300.1,0
C556877,2021-06-15 12:00:00,15498.0,United Kingdom,,,1
540409,2021-01-07 10:00:00,16019.0,United Kingdom,190.0,504.25,0
580288,2021-12-02 13:29:00,17611.0,United Kingdom,57.0,129.17,0
562519,2021-08-05 12:37:00,16764.0,United Kingdom,82.0,172.42,0
567296,2021-09-19 12:19:00,12682.0,France,178.0,339.01,0
566756,2021-09-14 15:54:00,12457.0,Switzerland,376.0,743.28,0
C552020,2021-05-05 17:47:00,18183.0,United Kingdom,,,1
569522,2021-10-04 14:41:00,12664.0,Finland,73.0,310.0,0
568565,2021-09-27 17:31:00,Cliente_generico,United Kingdom,32.0,19.85,0
570451,2021-10-10 15:15:00,Cliente_generico,United Kingdom,15.0,,0
576563,2021-11-15 13:27:00,17564.0,United Kingdom,73.0,210.55,0
562285,2021-08-04 10:45:00,17404.0,Sweden,960.0,612.0,0
571456,2021-10-17 13:57:00,16729.0,United Kingdom,322.0,493.05,0
557122,2021-06-16 17:37:00,16558.0,United Kingdom,264.0,305.18,0
543263,2021-02-04 16:11:00,Cliente_generico,United Kingdom,3.0,12.7,0
558314,2021-06-28 11:38:00,16672.0,United Kingdom,144.0,361.8,0
564714,2021-08-28 10:54:00,15290.0,United Kingdom,12.0,35.4,0
552830,2021-05-11 13:49:00,15187.0,United Kingdom,172.0,431.6,0
C573180,2021-10-28 11:00:00,Cliente_generico,United Kingdom,,,1
C537834,2020-12-08 14:54:00,13267.0,United Kingdom,,,1
578229,2021-11-23 11:54:00,16066.0,United Kingdom,109.0,273.35,0
554139,2021-05-23 10:34:00,14911.0,EIRE,401.0,1007.75,0
559653,2021-07-11 12:49:00,14552.0,United Kingdom,91.0,165.07,0
567882,2021-09-22 15:03:00,12906.0,United Kingdom,956.0,1546.86,0
541119,2021-01-14 08:16:00,16493.0,United Kingdom,76.0,127.8,0
561925,2021-08-01 12:28:00,16551.0,United Kingdom,316.0,306.1,0
569127,2021-09-30 13:31:00,15903.0,United Kingdom,600.0,1568.4,0
572746,2021-10-25 16:30:00,13263.0,United Kingdom,126.0,203.44,0
580136,2021-12-01 19:42:00,17841.0,United Kingdom,336.0,633.38,0
545075,2021-02-28 09:33:00,14211.0,United Kingdom,168.0,319.9,0
538509,2020-12-12 13:37:00,14413.0,United Kingdom,68.0,122.7,0
560052,2021-07-14 15:30:00,15187.0,United Kingdom,248.0,413.64,0
C542376,2021-01-27 13:44:00,13777.0,United Kingdom,,,1
578794,2021-11-25 12:24:00,17232.0,United Kingdom,110.0,208.04,0
555743,2021-06-07 10:42:00,12868.0,United Kingdom,106.0,248.06,0
568908,2021-09-29 13:38:00,16653.0,United Kingdom,709.0,1117.86,0
564495,2021-08-25 14:21:00,17719.0,United Kingdom,92.0,303.78,0
C562618,2021-08-08 12:32:00,13186.0,United Kingdom,,,1
576653,2021-11-16 10:45:00,14156.0,EIRE,2900.0,4391.16,0
576045,2021-11-13 14:42:00,15022.0,United Kingdom,112.0,288.3,0
578833,2021-11-25 15:23:00,Cliente_generico,United Kingdom,913.0,7483.83,0
556241,2021-06-09 16:04:00,12597.0,Spain,445.0,912.66,0
551425,2021-04-28 14:36:00,Cliente_generico,United Kingdom,12.0,6.6,0
573295,2021-10-28 15:54:00,14440.0,United Kingdom,22.0,181.7,0
C580168,2021-12-02 11:34:00,12465.0,Belgium,,,1
555348,2021-06-02 12:06:00,15184.0,United Kingdom,73.0,235.23,0
560854,2021-07-21 12:46:00,13098.0,United Kingdom,300.0,473.1,0
539654,2020-12-20 17:05:00,17340.0,United Kingdom,789.0,1689.12,0
541290,2021-01-17 13:25:00,17288.0,United Kingdom,132.0,103.56,0
545564,2021-03-03 16:13:00,Cliente_generico,United Kingdom,,,0
564953,2021-08-31 13:37:00,17588.0,United Kingdom,416.0,537.96,0
562902,2021-08-10 12:41:00,13925.0,United Kingdom,55.0,115.93,0
578246,2021-11-23 12:38:00,13991.0,United Kingdom,162.0,116.46,0
577166,2021-11-18 10:37:00,12936.0,United Kingdom,40.0,102.0,0
571302,2021-10-17 09:07:00,12989.0,United Kingdom,246.0,482.4,0
569545,2021-10-04 16:37:00,Cliente_generico,United Kingdom,524.0,2014.98,0
536945,2020-12-03 12:24:00,14083.0,United Kingdom,179.0,309.54,0
544670,2021-02-22 15:22:00,16161.0,United Kingdom,64.0,181.13,0
546118,2021-03-09 14:14:00,13078.0,United Kingdom,212.0,846.45,0
576065,2021-11-13 15:42:00,15005.0,United Kingdom,237.0,340.41,0
579094,2021-11-28 10:56:00,12668.0,Germany,300.0,882.68,0
571404,2021-10-17 12:04:00,17520.0,United Kingdom,365.0,546.81,0
560634,2021-07-20 10:51:00,16133.0,United Kingdom,360.0,421.44,0
566010,2021-09-08 12:05:00,13700.0,United Kingdom,448.0,390.47,0
569462,2021-10-04 11:36:00,17014.0,United Kingdom,55.0,188.05,0
550819,2021-04-20 17:37:00,17530.0,United Kingdom,254.0,430.76,0
577334,2021-11-18 14:42:00,15368.0,United Kingdom,230.0,446.94,0
C566457,2021-09-12 17:02:00,17696.0,United Kingdom,,,1
577840,2021-11-22 10:34:00,17324.0,United Kingdom,32.0,40.64,0
C566280,2021-09-11 14:12:00,12748.0,United Kingdom,,,1
550525,2021-04-19 10:19:00,14672.0,United Kingdom,307.0,480.27,0
581021,2021-12-07 10:24:00,14769.0,United Kingdom,201.0,341.97,0
581018,2021-12-07 10:09:00,13743.0,United Kingdom,360.0,275.76,0
581397,2021-12-08 13:25:00,17668.0,United Kingdom,62.0,185.9,0
572330,2021-10-24 10:17:00,16426.0,United Kingdom,125.0,244.45,0
C546987,2021-03-18 12:56:00,Cliente_generico,United Kingdom,,,1
555638,2021-06-06 12:51:00,15150.0,United Kingdom,623.0,816.82,0
567856,2021-09-22 13:44:00,14077.0,United Kingdom,48.0,56.3,0
551201,2021-04-27 11:33:00,Cliente_generico,United Kingdom,,,0
576269,2021-11-14 14:23:00,12762.0,Portugal,195.0,461.59,0
578329,2021-11-23 17:56:00,Cliente_generico,United Kingdom,,,0
544939,2021-02-25 10:10:00,17034.0,United Kingdom,98.0,141.8,0
546957,2021-03-18 11:32:00,Cliente_generico,United Kingdom,10.0,51.45,0
558877,2021-07-04 13:50:00,17841.0,United Kingdom,212.0,249.05,0
578058,2021-11-22 15:07:00,18249.0,United Kingdom,128.0,95.34,0
546670,2021-03-15 15:37:00,13451.0,United Kingdom,429.0,610.88,0
548159,2021-03-29 13:32:00,15906.0,United Kingdom,16.0,69.4,0
557596,2021-06-21 11:33:00,Cliente_generico,United Kingdom,,,0
C560869,2021-07-21 14:32:00,12830.0,United Kingdom,,,1
543652,2021-02-11 10:15:00,15544.0,United Kingdom,405.0,479.48,0
C550537,2021-04-19 11:25:00,15932.0,United Kingdom,,,1
568916,2021-09-29 14:08:00,15452.0,United Kingdom,86.0,166.08,0
552963,2021-05-12 12:57:00,16743.0,United Kingdom,219.0,270.69,0
556317,2021-06-10 10:48:00,Cliente_generico,United Kingdom,,,0
563080,2021-08-11 16:32:00,15955.0,United Kingdom,10.0,37.14,0
573893,2021-11-01 13:57:00,18270.0,United Kingdom,60.0,171.2,0
542433,2021-01-28 10:45:00,12726.0,France,408.0,401.58,0
562966,2021-08-11 10:53:00,16133.0,United Kingdom,360.0,424.08,0
550531,2021-04-19 10:59:00,13199.0,United Kingdom,12.0,35.4,0
547350,2021-03-22 12:05:00,17272.0,United Kingdom,664.0,657.68,0
546405,2021-03-11 16:05:00,17351.0,United Kingdom,28.0,198.6,0
570693,2021-10-11 16:50:00,16161.0,United Kingdom,183.0,399.25,0
556935,2021-06-15 15:57:00,17651.0,United Kingdom,283.0,360.9,0
565471,2021-09-05 10:12:00,13931.0,United Kingdom,514.0,859.32,0
542558,2021-01-28 14:51:00,Cliente_generico,United Kingdom,,,0
569767,2021-10-06 11:24:00,14849.0,United Kingdom,235.0,391.78,0
554921,2021-05-27 12:44:00,13854.0,United Kingdom,56.0,411.6,0
553843,2021-05-19 12:29:00,12553.0,France,128.0,352.85,0
570280,2021-10-10 11:12:00,15473.0,United Kingdom,192.0,547.2,0
C575746,2021-11-11 10:19:00,13588.0,United Kingdom,,,1
561629,2021-07-28 14:13:00,12748.0,United Kingdom,12.0,1.68,0
567817,2021-09-22 12:41:00,15005.0,United Kingdom,75.0,165.14,0
C576218,2021-11-14 12:57:00,13694.0,United Kingdom,,,1
567913,2021-09-22 17:08:00,18144.0,United Kingdom,47.0,176.2,0
547233,2021-03-21 16:20:00,17152.0,United Kingdom,206.0,315.9,0
540693,2021-01-11 09:13:00,Cliente_generico,United Kingdom,1.0,,0
558420,2021-06-29 11:46:00,14577.0,United Kingdom,89.0,178.63,0
554920,2021-05-27 12:41:00,16275.0,United Kingdom,336.0,559.87,0
540481,2021-01-07 15:42:00,16955.0,United Kingdom,94.0,165.88,0
556740,2021-06-14 12:06:00,17346.0,United Kingdom,182.0,147.42,0
565806,2021-09-07 10:51:00,15594.0,United Kingdom,319.0,520.31,0
568200,2021-09-25 14:58:00,16198.0,United Kingdom,129.0,400.68,0
551730,2021-05-04 09:52:00,16539.0,United Kingdom,66.0,306.36,0
564760,2021-08-30 10:47:00,Cliente_generico,United Kingdom,352.0,1424.23,0
551963,2021-05-05 12:52:00,13266.0,United Kingdom,258.0,305.9,0
551016,2021-04-26 11:09:00,17975.0,United Kingdom,253.0,765.85,0
552217,2021-05-06 15:13:00,18170.0,United Kingdom,119.0,304.21,0
546668,2021-03-15 15:33:00,14735.0,United Kingdom,86.0,218.1,0
574574,2021-11-04 16:42:00,Cliente_generico,United Kingdom,3.0,15.15,0
C570996,2021-10-13 12:02:00,14849.0,United Kingdom,,,1
552967,2021-05-12 13:12:00,16006.0,United Kingdom,84.0,101.4,0
547379,2021-03-22 15:13:00,12720.0,Germany,490.0,498.32,0
568944,2021-09-29 14:50:00,16589.0,United Kingdom,212.0,244.56,0
C559140,2021-07-06 13:42:00,13420.0,United Kingdom,,,1
C564435,2021-08-25 12:05:00,17676.0,United Kingdom,,,1
579949,2021-12-01 11:00:00,16700.0,United Kingdom,207.0,283.81,0
568181,2021-09-25 13:42:00,17154.0,United Kingdom,490.0,329.34,0
552316,2021-05-08 16:11:00,15674.0,United Kingdom,229.0,334.71,0
546541,2021-03-14 15:11:00,14911.0,EIRE,231.0,596.05,0
538532,2020-12-13 10:31:00,13209.0,United Kingdom,117.0,318.85,0
559206,2021-07-07 11:12:00,18073.0,United Kingdom,109.0,128.16,0
579272,2021-11-29 10:00:00,Cliente_generico,United Kingdom,2.0,,0
571312,2021-10-17 10:42:00,12474.0,Germany,480.0,572.23,0
578826,2021-11-25 14:24:00,17329.0,United Kingdom,75.0,279.75,0
580402,2021-12-04 11:55:00,13536.0,United Kingdom,336.0,659.65,0
568715,2021-09-28 16:07:00,17783.0,United Kingdom,301.0,171.06,0
537215,2020-12-05 15:38:00,12747.0,United Kingdom,108.0,358.56,0
C573219,2021-10-28 11:49:00,14415.0,United Kingdom,,,1
538783,2020-12-14 11:38:00,14961.0,United Kingdom,490.0,976.7,0
542557,2021-01-28 14:50:00,Cliente_generico,United Kingdom,,,0
571849,2021-10-19 12:52:00,12841.0,United Kingdom,192.0,191.12,0
552948,2021-05-12 11:59:00,18136.0,United Kingdom,118.0,311.86,0
576555,2021-11-15 13:01:00,17861.0,United Kingdom,223.0,247.15,0
C539270,2020-12-16 15:27:00,14777.0,United Kingdom,,,1
C563223,2021-08-14 14:30:00,16292.0,United Kingdom,,,1
555199,2021-06-01 12:05:00,14606.0,United Kingdom,57.0,109.37,0
563657,2021-08-18 10:49:00,15615.0,United Kingdom,26.0,54.2,0
577054,2021-11-17 14:19:00,13815.0,Germany,96.0,103.2,0
569405,2021-10-04 09:05:00,15241.0,United Kingdom,214.0,344.92,0
542641,2021-01-31 11:25:00,17314.0,United Kingdom,36.0,203.8,0
559327,2021-07-07 15:21:00,13681.0,United Kingdom,96.0,203.46,0
559685,2021-07-11 15:22:00,12599.0,France,49.0,78.6,0
548001,2021-03-29 10:26:00,Cliente_generico,United Kingdom,11.0,,0
540361,2021-01-06 15:41:00,13408.0,United Kingdom,274.0,304.2,0
551702,2021-05-03 14:16:00,13014.0,United Kingdom,135.0,494.85,0
575076,2021-11-08 13:20:00,16639.0,United Kingdom,351.0,786.36,0
538039,2020-12-09 13:07:00,Cliente_generico,United Kingdom,7.0,,0
538854,2020-12-14 13:44:00,13102.0,United Kingdom,152.0,357.1,0
552958,2021-05-12 12:49:00,15498.0,United Kingdom,152.0,463.2,0
C547808,2021-03-25 13:42:00,13014.0,United Kingdom,,,1
567454,2021-09-20 12:12:00,15839.0,United Kingdom,306.0,491.18,0
541876,2021-01-24 10:05:00,12951.0,United Kingdom,38.0,117.4,0
